slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
wisemja01,James Wiseman,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,1357,3,8,1,1,0,0,0,3,0,1,1,1,4,2.6
marjabo01,Boban Marjanović,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,616,2,4,0,2,0,2,2,3,0,0,0,1,0,2.5
dotsoda01,Damyean Dotson,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,1182,2,5,1,3,0,0,0,1,1,1,0,2,0,2.3
oubreke01,Kelly Oubre,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,1818,3,16,0,6,2,2,3,8,0,4,0,3,3,2.3
willigr01,Grant Williams,BOSTON CELTICS,AWAY,INDIANA PACERS,LOSS,1373,2,4,1,2,1,4,2,2,0,0,0,1,4,2.2
craigto01,Torrey Craig,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,164,0,0,0,0,0,0,0,0,2,0,1,0,0,2.1
jordade01,DeAndre Jordan,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,1138,0,2,0,0,1,2,1,11,2,0,1,2,3,2.1
miltosh01,Shake Milton,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1349,2,6,1,3,1,2,0,1,2,0,0,1,2,2.1
bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1162,1,4,1,4,2,3,0,2,1,0,1,1,3,2.0
brazdig01,Ignas Brazdeikis,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,76,0,1,0,0,2,2,1,0,0,0,0,0,0,2.0
ramseja01,Jahmi'us Ramsey,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,166,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0
maxeyty01,Tyrese Maxey,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1300,3,8,0,2,0,0,0,0,1,1,0,1,1,1.9
stevela01,Lamar Stevens,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,280,0,1,0,0,2,2,0,2,0,0,0,0,0,1.9
bledser01,Eric Bledsoe,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,WIN,1702,3,11,1,5,0,0,1,1,0,1,1,1,1,1.8
boldema01,Marques Bolden,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,354,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7
oturuda01,Daniel Oturu,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,720,2,4,0,1,0,0,0,2,0,0,1,1,2,1.5
connapa01,Pat Connaughton,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,957,2,8,0,5,0,0,1,2,1,0,1,0,2,1.1
okekech01,Chuma Okeke,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,972,0,0,0,0,0,0,1,0,2,0,0,1,0,1.1
wadede01,Dean Wade,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,865,1,4,1,3,0,0,1,3,0,0,1,1,2,1.1
greenje02,Jeff Green,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,763,0,0,0,0,0,0,0,0,2,0,0,0,1,1.0
makerth01,Thon Maker,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,354,1,1,0,0,0,0,1,1,0,0,0,1,2,0.9
korkmfu01,Furkan Korkmaz,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1000,1,8,0,5,2,2,0,2,2,1,0,1,0,0.8
jamesju01,Justin James,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,166,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7
jonesda03,Damian Jones,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7
antetth01,Thanasis Antetokounmpo,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,299,0,0,0,0,0,0,2,0,0,0,0,0,2,0.6
noelne01,Nerlens Noel,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,800,1,1,0,0,0,0,1,3,0,0,1,3,1,0.6
wilsodj01,D.J. Wilson,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,414,0,0,0,0,1,2,1,0,0,0,0,0,2,0.5
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,1215,2,7,0,2,0,0,1,3,1,0,2,2,3,0.4
foxde01,De'Aaron Fox,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,1594,4,12,0,2,4,6,0,0,4,0,0,5,5,0.2
kennalu01,Luke Kennard,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1740,3,11,1,6,0,0,0,2,1,1,0,2,2,0.0
pinsoth01,Theo Pinson,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
lylestr01,Trey Lyles,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,364,0,1,0,1,0,0,0,2,0,0,0,0,0,-0.1
martica02,Caleb Martin,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,285,0,1,0,1,0,0,0,0,0,1,0,0,1,-0.1
ojelese01,Semi Ojeleye,BOSTON CELTICS,AWAY,INDIANA PACERS,LOSS,745,1,3,0,2,0,0,0,1,1,0,0,1,1,-0.1
satorto01,Tomáš Satoranský,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,1370,1,3,0,1,1,1,0,1,3,0,0,3,2,-0.1
crowdja01,Jae Crowder,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1548,1,6,0,4,0,0,0,3,3,0,0,1,1,-0.2
mannte01,Terance Mann,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1431,2,8,0,2,0,0,0,3,2,0,0,1,2,-0.3
pattepa01,Patrick Patterson,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,531,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.4
terryty01,Tyrell Terry,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,526,0,2,0,1,0,0,0,1,0,1,0,0,1,-0.5
woodaro01,Robert Woodard,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,166,1,2,0,1,0,2,0,1,0,0,0,1,0,-0.5
alexaty01,Ty-Shon Alexander,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,69,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
harpeja01,Jared Harper,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,112,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
clarkga01,Gary Clark,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,543,0,2,0,2,0,0,1,2,1,0,0,1,1,-0.8
mcdanja01,Jalen McDaniels,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,245,0,3,0,1,0,0,0,1,2,0,0,0,1,-0.8
thybuma01,Matisse Thybulle,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,494,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.8
culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,1765,4,11,0,4,0,0,2,2,0,1,1,5,4,-1.0
fergute01,Terrance Ferguson,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,424,0,2,0,2,0,0,0,0,1,0,0,0,1,-1.1
robingl02,Glenn Robinson,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,954,0,1,0,0,0,0,0,1,1,0,0,1,1,-1.1
antetko01,Kostas Antetokounmpo,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,460,0,2,0,0,0,0,0,4,0,0,2,2,1,-1.2
coffeam01,Amir Coffey,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1059,0,5,0,2,1,2,1,0,2,0,0,0,1,-1.2
beverpa01,Patrick Beverley,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1315,0,2,0,2,2,2,0,2,0,0,0,1,4,-1.4
willilo02,Lou Williams,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,540,0,4,0,0,0,0,1,0,1,0,0,0,0,-1.4
robinje01,Jerome Robinson,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,436,1,1,0,0,0,0,0,0,0,0,0,2,3,-1.5
redicjj01,J.J. Redick,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,WIN,1196,1,8,0,6,1,1,0,1,1,0,0,0,1,-1.6
princta02,Taurean Prince,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,699,0,5,0,5,2,4,0,2,0,1,1,1,2,-1.8
templga01,Garrett Temple,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,1168,1,5,0,3,0,0,0,1,2,0,0,0,6,-1.8
vassede01,Devin Vassell,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,729,0,4,0,2,0,0,0,2,1,0,0,0,1,-1.9
augusdj01,D.J. Augustin,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,825,0,6,0,4,2,2,0,1,1,0,0,1,0,-2.2
forbebr01,Bryn Forbes,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,1059,0,4,0,1,1,2,0,0,0,0,0,0,2,-3.0
russeda01,D'Angelo Russell,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,1235,2,7,0,1,0,0,0,0,3,1,1,7,4,-4.9
shamela01,Landry Shamet,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,798,0,9,0,8,0,0,0,1,0,0,0,3,2,-9.8
brogdma01,Malcolm Brogdon,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,2477,12,18,7,10,2,2,0,3,7,2,0,1,2,31.2
roziete01,Terry Rozier,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,2034,12,18,7,11,4,4,0,2,3,1,0,2,2,28.1
vucevni01,Nikola Vučević,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,2098,13,21,4,7,0,0,2,11,2,0,0,1,1,25.2
harrito02,Tobias Harris,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,2212,9,14,4,7,2,2,0,9,6,4,3,5,2,25.0
sextoco01,Collin Sexton,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,2154,10,18,2,5,5,5,1,1,3,3,0,0,3,23.3
ingrabr01,Brandon Ingram,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,2120,8,17,4,8,11,14,0,6,4,0,1,3,2,22.6
bledser01,Eric Bledsoe,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,1876,5,12,4,6,5,6,2,3,10,1,1,0,3,22.0
vanvlfr01,Fred VanVleet,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,2379,9,23,4,13,5,5,2,6,5,1,1,0,3,21.7
haywago01,Gordon Hayward,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,2310,7,15,2,4,4,4,0,6,6,4,1,1,1,21.6
bouchch01,Chris Boucher,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,1713,7,13,1,4,9,9,2,3,1,2,1,0,5,21.4
walljo01,John Wall,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,2234,11,22,2,8,4,6,1,3,6,3,2,5,0,21.4
bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,1944,7,10,2,4,3,3,0,12,2,0,1,0,0,20.5
curryse01,Seth Curry,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,2055,8,11,3,6,2,2,0,0,6,1,1,2,0,20.4
barrerj01,RJ Barrett,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,2536,8,15,4,5,5,6,0,5,3,0,0,1,1,19.5
woodch01,Christian Wood,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,2003,7,14,2,7,4,7,3,12,1,1,4,1,5,19.0
rosste01,Terrence Ross,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,1849,9,21,4,9,4,5,2,3,2,1,0,0,1,18.8
robinmi01,Mitchell Robinson,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,1749,8,10,0,0,0,0,6,3,1,0,2,0,3,18.2
simmobe01,Ben Simmons,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,2192,6,9,0,0,3,5,1,11,11,1,1,4,4,18.1
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,2204,7,11,1,2,4,6,3,11,4,1,1,5,2,17.4
hillge01,George Hill,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,1653,7,12,3,7,1,1,0,1,5,2,0,1,0,17.2
capelca01,Clint Capela,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,1855,8,12,0,0,0,5,8,8,0,3,2,3,4,16.6
willizi01,Zion Williamson,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,1966,7,12,0,0,7,10,2,5,1,0,1,3,2,14.7
barneha02,Harrison Barnes,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,2303,7,13,2,4,3,5,0,7,0,1,0,0,1,14.6
mcgeeja01,JaVale McGee,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,1496,6,11,0,0,2,5,5,4,4,2,1,2,4,14.1
paytoel01,Elfrid Payton,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,2022,8,17,0,1,3,4,3,5,5,0,0,3,0,14.0
nancela02,Larry Nance,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,2197,3,10,1,4,2,2,4,7,6,3,0,1,1,13.9
gordoer01,Eric Gordon,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,1971,7,18,3,12,4,4,0,3,4,2,1,3,2,13.8
huntede01,De'Andre Hunter,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,1855,5,11,2,4,5,6,1,4,2,2,1,3,1,13.5
sabondo01,Domantas Sabonis,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,2351,4,8,1,1,4,4,4,9,4,2,0,4,5,13.3
foxde01,De'Aaron Fox,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,2146,8,19,0,3,7,10,0,2,4,2,1,3,4,13.2
gordoaa01,Aaron Gordon,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,1664,6,15,1,6,2,3,1,7,5,0,0,0,0,12.8
miltosh01,Shake Milton,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,1514,7,13,3,8,1,2,1,3,1,1,0,1,2,12.8
ballla01,LaMelo Ball,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,1841,4,12,1,4,4,6,2,2,5,4,2,2,4,12.7
lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,2355,4,14,3,11,5,5,1,5,8,0,0,2,3,12.4
maledth01,Théo Maledon,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,1161,5,7,1,3,1,1,1,2,4,1,0,1,2,12.4
holidju01,Justin Holiday,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,1708,4,5,4,5,0,0,0,1,2,1,1,0,3,12.3
adamsst01,Steven Adams,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,1884,4,7,0,0,5,8,4,6,1,2,0,3,2,12.0
anunoog01,OG Anunoby,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,2186,5,11,2,8,5,6,1,6,3,0,0,2,4,11.9
brownst02,Sterling Brown,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,1583,4,6,3,5,0,0,0,6,1,1,0,0,2,11.1
holmeri01,Richaun Holmes,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,1982,4,8,0,0,3,3,3,6,0,0,2,0,3,11.1
greenda02,Danny Green,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,1547,4,7,3,6,2,3,1,1,4,0,0,1,3,10.9
gilgesh01,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,2086,5,17,2,9,4,5,0,4,7,0,1,1,3,10.3
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,1835,3,7,0,0,3,4,3,6,5,1,0,2,3,10.1
huertke01,Kevin Huerter,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,1677,5,11,3,5,0,0,3,7,1,1,1,3,2,10.1
balllo01,Lonzo Ball,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,2120,5,14,3,8,0,0,1,3,4,0,2,0,3,9.8
horfoal01,Al Horford,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,1666,5,12,2,7,0,0,1,6,4,0,1,1,2,9.8
riverau01,Austin Rivers,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,1042,6,9,3,6,0,0,0,2,2,0,0,3,1,9.7
martica02,Caleb Martin,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,1146,3,7,1,3,2,2,1,4,2,1,0,0,1,9.2
youngtr01,Trae Young,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,2046,6,16,2,5,2,4,1,3,10,1,0,6,2,9.2
oladivi01,Victor Oladipo,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,2242,3,16,2,9,8,11,1,6,3,1,1,1,3,8.9
washipj01,P.J. Washington,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,1291,2,8,1,2,4,4,4,1,2,2,0,1,2,8.9
randlju01,Julius Randle,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,2222,5,16,2,5,0,0,0,11,8,2,0,4,3,8.5
hayesja02,Jaxson Hayes,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,996,1,3,0,0,4,4,4,4,0,1,0,0,3,8.1
turnemy01,Myles Turner,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,1899,7,15,3,9,0,0,0,4,0,0,1,2,3,8.0
diallha01,Hamidou Diallo,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,1135,5,9,1,1,1,2,2,6,0,0,0,1,4,7.9
drumman01,Andre Drummond,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,1221,6,10,0,0,0,0,4,7,0,0,0,4,2,7.5
baynear01,Aron Baynes,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,1382,4,7,0,1,0,0,1,4,1,1,0,0,3,7.1
fultzma01,Markelle Fultz,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,2098,5,16,1,4,1,2,0,3,8,2,0,3,2,7.1
hartjo01,Josh Hart,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,1550,3,8,2,7,1,2,1,6,2,1,1,2,2,7.0
hieldbu01,Buddy Hield,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,2251,6,17,5,12,0,0,0,4,2,1,0,3,3,6.9
baglema01,Marvin Bagley,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,1511,5,13,1,1,1,2,4,5,2,0,0,2,4,6.6
maxeyty01,Tyrese Maxey,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,1075,4,8,1,2,0,0,0,2,2,1,0,1,1,6.6
noelne01,Nerlens Noel,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,1024,2,2,0,0,0,0,1,5,0,1,0,0,0,6.6
osmande01,Cedi Osman,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,1550,4,12,3,9,0,0,0,4,2,0,0,0,1,6.4
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,1391,4,12,3,9,0,0,0,2,2,1,0,1,0,6.2
grahade01,Devonte' Graham,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,1774,1,10,1,6,2,2,1,2,9,1,0,0,2,6.2
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,1228,1,3,0,1,3,4,1,1,1,2,0,0,1,6.2
collijo01,John Collins,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,2048,3,10,1,5,3,4,0,4,5,0,1,2,3,6.0
birchkh01,Khem Birch,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,914,2,4,0,0,1,1,2,0,0,1,1,0,1,5.7
houseda01,Danuel House,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,2132,1,4,1,4,2,2,1,5,1,0,1,0,2,5.4
powelno01,Norman Powell,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,1442,4,10,4,6,0,0,0,2,0,0,0,1,2,5.4
redicjj01,J.J. Redick,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,1274,1,4,0,3,3,3,0,2,3,0,0,0,0,5.3
dortlu01,Luguentz Dort,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,1811,2,7,1,4,4,4,0,4,0,1,1,1,4,5.2
goodwbr01,Brandon Goodwin,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,834,3,4,0,0,0,0,0,0,1,0,0,0,0,5.1
quickim01,Immanuel Quickley,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,884,3,4,1,2,2,2,0,1,2,0,0,3,3,4.9
muscami01,Mike Muscala,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,1214,2,6,1,4,3,3,0,6,0,0,1,2,1,4.7
robingl02,Glenn Robinson,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,1238,2,7,1,3,0,0,3,0,2,0,0,0,0,4.4
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,1448,4,11,0,5,0,0,2,2,2,1,2,3,1,4.3
dotsoda01,Damyean Dotson,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,803,3,6,1,3,0,0,0,1,0,0,0,0,1,3.9
mccontj01,T.J. McConnell,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,718,1,2,0,1,0,0,0,0,5,0,0,0,2,3.7
bullore01,Reggie Bullock,NEW YORK KNICKS,AWAY,INDIANA PACERS,WIN,2000,2,6,2,5,0,1,0,7,1,1,0,1,4,3.4
siakapa01,Pascal Siakam,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,1484,4,10,0,4,2,2,2,2,1,1,0,3,6,2.9
thybuma01,Matisse Thybulle,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,925,1,4,1,4,0,0,1,0,1,1,1,0,2,2.9
nwabada01,David Nwaba,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,594,2,5,1,2,0,0,0,2,0,1,0,0,3,2.7
exumda01,Dante Exum,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,2077,3,8,0,3,0,0,1,4,1,1,0,2,3,2.0
clarkga01,Gary Clark,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,1084,0,2,0,2,0,0,2,4,1,2,0,1,3,1.7
howardw01,Dwight Howard,PHILADELPHIA 76ERS,HOME,CHARLOTTE HORNETS,WIN,676,1,2,0,0,3,4,0,1,0,0,0,2,1,1.5
johnsst04,Stanley Johnson,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,719,0,1,0,0,0,0,1,0,1,1,0,0,1,1.3
lenal01,Alex Len,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,433,1,2,0,1,0,0,0,1,0,0,2,1,1,1.3
makerth01,Thon Maker,CLEVELAND CAVALIERS,AWAY,ATLANTA HAWKS,WIN,294,0,0,0,0,2,2,0,0,1,0,0,1,1,1.3
mcdanja01,Jalen McDaniels,CHARLOTTE HORNETS,AWAY,PHILADELPHIA 76ERS,LOSS,721,2,4,0,0,0,0,1,1,0,0,0,1,2,1.2
mcderdo01,Doug McDermott,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,1217,3,13,2,9,1,1,0,0,0,0,0,0,0,1.1
tuckepj01,P.J. Tucker,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,1991,2,3,1,2,0,0,0,4,1,0,0,3,4,1.0
alexani01,Nickeil Alexander-Walker,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,396,1,5,1,5,0,0,0,0,1,1,1,1,1,0.9
daviste02,Terence Davis,TORONTO RAPTORS,AWAY,NEW ORLEANS PELICANS,LOSS,307,0,0,0,0,0,0,0,1,1,0,0,0,1,0.6
josepco01,Cory Joseph,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,1692,3,8,0,2,0,0,2,4,0,1,0,3,4,0.6
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,875,0,5,0,1,2,2,2,3,0,0,0,0,1,0.4
bjeline01,Nemanja Bjelica,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,897,0,2,0,2,1,1,2,5,1,0,1,3,2,0.1
martike03,Kelan Martin,INDIANA PACERS,HOME,NEW YORK KNICKS,LOSS,256,0,1,0,1,0,0,0,2,0,0,0,0,0,-0.1
bacondw01,Dwayne Bacon,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,1797,2,11,0,4,1,1,0,4,1,1,0,0,3,-0.2
anthoco01,Cole Anthony,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,1027,1,7,0,2,0,0,2,3,1,0,0,0,2,-0.3
mellini01,Nicolò Melli,NEW ORLEANS PELICANS,HOME,TORONTO RAPTORS,WIN,218,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.4
couside01,DeMarcus Cousins,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,664,1,6,0,0,0,0,0,6,0,0,2,1,3,-0.8
cartemi01,Michael Carter-Williams,ORLANDO MAGIC,HOME,OKLAHOMA CITY THUNDER,LOSS,1869,2,11,0,4,0,0,4,5,1,0,0,1,5,-0.9
fernabr01,Bruno Fernando,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,626,0,3,0,1,0,0,1,3,0,0,0,0,1,-0.9
reddica01,Cam Reddish,ATLANTA HAWKS,HOME,CLEVELAND CAVALIERS,LOSS,1437,1,4,0,1,0,0,1,1,1,1,0,2,3,-0.9
